2019-04-17 17:40:49.699312,platform_name,price_per_night,timestamp
,, 61,2019-04-26 00:20:01.770896
,, 63,2019-05-06 15:12:01.695256
,, 61,2019-04-24 02:20:01.307409
,, 63,2019-05-12 09:12:01.418016
,, 61,2019-05-03 15:12:01.163778
,, 61,2019-04-28 21:20:01.244847
,, 61,2019-04-26 04:20:01.460006
,, 60,2019-04-22 00:20:02.047113
,, 61,2019-05-03 19:12:01.345457
,, 60,2019-04-23 17:20:01.670610
,, 61,2019-05-02 19:12:01.496699
,, 60,2019-04-22 04:20:01.267467
,, 60,2019-04-19 00:05:01.528603
,, 69,2019-04-23 12:20:01.079076
,, 61,2019-04-26 01:20:01.712651
,, 61,2019-04-25 07:20:01.070802
,, 72,2019-05-10 12:12:01.665297
,, 61,2019-05-01 02:12:01.897206
,, 68,2019-04-18 15:43:01.413357
,, 69,2019-05-03 00:12:01.457293
,, 61,2019-04-30 03:09:02.169019
,, 69,2019-05-04 19:12:01.144122
,, 60,2019-04-21 02:20:01.876394
,, 69,2019-04-28 04:20:01.186251
,, 61,2019-04-29 21:20:01.924322
,, 69,2019-05-04 03:12:01.334982
,, 60,2019-04-23 00:20:01.464388
,, 63,2019-05-06 17:12:01.507379
,, 63,2019-05-06 02:12:01.477150
,, 61,2019-04-30 02:41:01.624697
,, 61,2019-05-02 14:12:01.005284
,, 63,2019-05-07 08:12:01.097881
,, 63,2019-05-09 13:12:01.689869
,, 61,2019-04-25 08:20:01.381843
,, 61,2019-04-29 00:20:01.661622
,, 61,2019-05-03 12:12:01.176121
,, 63,2019-05-05 16:12:00.859118
,, 72,2019-05-08 00:12:00.989831
,, 63,2019-05-07 02:12:01.598546
,, 61,2019-05-02 05:12:01.035879
,, 61,2019-04-25 20:20:01.614074
,, 69,2019-04-24 19:20:01.063198
,, 60,2019-04-20 20:20:01.905221
,, 69,2019-05-03 07:12:01.329736
,, 69,2019-04-28 09:20:01.072631
,, 63,2019-05-05 12:12:01.512127
,, 61,2019-05-02 17:12:01.621636
,, 69,2019-04-24 15:20:00.956864
,, 63,2019-05-06 14:12:01.072653
,, 61,2019-04-26 11:20:01.228196
,, 71,2019-05-11 19:12:01.411882
,, 69,2019-04-26 16:20:01.229179
,, 60,2019-04-19 06:05:01.354259
,, 61,2019-04-27 20:20:01.489390
,, 63,2019-05-05 15:12:01.426829
,, 69,2019-04-30 16:12:01.369041
,, 61,2019-04-28 14:20:01.690928
,, 63,2019-05-08 07:12:01.538512
,, 69,2019-04-23 14:20:01.152402
,, 60,2019-05-05 04:12:00.890273
,, 61,2019-04-26 22:20:01.497435
,, 61,2019-04-27 00:20:01.523099
,, 63,2019-05-12 06:12:01.284012
,, 72,2019-05-06 20:12:01.743994
,, 72,2019-05-09 09:12:01.731708
,, 68,2019-04-22 11:20:01.333289
,, 63,2019-05-11 22:12:00.865026
,, 63,2019-05-06 19:12:00.873934
,, 60,2019-04-23 02:20:01.158922
,, 61,2019-04-29 01:20:01.311850
,, 63,2019-05-07 15:12:01.349782
,, 60,2019-05-04 12:12:01.444931
,, 63,2019-05-11 18:12:01.518195
,, 63,2019-05-09 02:12:01.108098
,, 63,2019-05-11 10:12:01.583634
,, 69,2019-04-23 23:20:01.625738
,, 61,2019-04-24 03:20:01.731020
,, 61,2019-05-01 09:12:01.291673
,, 69,2019-04-25 06:20:01.098750
,, 63,2019-05-10 17:12:00.856335
,, 61,2019-04-26 14:20:01.678312
,, 61,2019-05-02 12:12:01.786513
,, 61,2019-04-30 01:20:01.477271
,, 69,2019-04-30 07:13:01.445751
,, 72,2019-05-10 10:12:01.360526
,, 71,2019-05-10 23:12:01.596994
,, 69,2019-04-25 04:20:01.766889
,, 61,2019-04-25 11:20:01.551022
,, 63,2019-05-10 03:12:01.306401
,, 61,2019-04-24 06:20:01.152764
,, 60,2019-04-20 15:18:30.248212
,, 63,2019-05-07 01:12:01.349458
,, 72,2019-05-09 19:12:01.690206
,, 68,2019-04-19 09:05:01.000985
,, 69,2019-05-01 15:12:01.278362
,, 71,2019-05-11 11:12:01.113087
,, 60,2019-04-23 20:20:00.948623
,, 69,2019-04-22 23:20:01.518303
,, 63,2019-05-07 07:12:01.410084
,, 61,2019-05-03 04:12:01.809752
,, 61,2019-04-29 06:20:01.914994
,, 63,2019-05-12 01:12:00.927538
,, 71,2019-05-11 07:12:01.527405
,, 68,2019-04-22 05:20:01.328253
,, 61,2019-04-30 10:13:01.853572
,, 69,2019-04-27 10:20:01.000221
,, 60,2019-04-21 22:20:01.523245
,, 63,2019-05-05 10:12:01.677412
,, 63,2019-05-06 12:12:00.964227
,, 69,2019-04-22 21:20:01.485562
,, 72,2019-05-07 18:12:01.533631
,, 63,2019-05-09 20:12:00.988701
,, 61,2019-04-26 17:20:01.538548
,, 69,2019-04-29 23:20:01.957049
,, 63,2019-05-05 14:12:01.414999
,, 61,2019-04-27 16:20:01.287569
,, 69,2019-04-25 09:20:01.820014
,, 61,2019-04-30 11:14:49.432978
,, 63,2019-05-11 13:12:01.539499
,, 72,2019-05-07 10:12:01.647762
,, 72,2019-05-09 00:12:00.800910
,, 68,2019-04-19 05:05:01.105984
,, 60,2019-04-21 18:20:01.321149
,, 61,2019-04-30 06:13:01.647519
,, 72,2019-05-07 20:12:01.260408
,, 61,2019-05-02 08:12:01.653564
,, 69,2019-05-02 11:12:01.280833
,, 63,2019-05-09 12:12:01.525541
,, 60,2019-04-22 09:20:01.624707
,, 61,2019-04-29 08:20:01.361314
,, 72,2019-05-05 21:12:00.744334
,, 69,2019-04-26 18:20:01.842875
,, 61,2019-04-30 17:12:02.150539
,, 61,2019-04-25 13:20:01.804838
,, 63,2019-05-05 18:12:00.988576
,, 61,2019-05-03 11:12:00.737111
,, 61,2019-04-26 09:20:01.857833
,, 69,2019-04-27 14:20:01.214026
,, 61,2019-04-27 22:20:01.268312
,, 69,2019-05-01 21:12:01.362411
,, 69,2019-05-04 10:12:01.588220
,, 63,2019-05-07 19:12:01.650633
,, 72,2019-05-08 19:12:00.836398
,, 61,2019-05-01 22:12:01.264045
,, 60,2019-05-04 22:12:00.953945
,, 69,2019-04-23 07:20:01.915254
,, 63,2019-05-11 04:12:01.659074
,, 72,2019-05-07 04:12:01.372986
,, 63,2019-05-11 20:12:00.725648
,, 63,2019-05-07 13:12:00.769154
,, 60,2019-04-20 21:20:01.267948
,, 60,2019-04-22 08:20:01.695509
,, 63,2019-05-08 08:12:00.729176
,, 72,2019-05-10 06:12:01.546593
,, 61,2019-04-28 23:20:01.190864
,, 68,2019-04-22 07:20:01.624017
,, 68,2019-04-20 15:29:40.542054
,, 72,2019-05-08 11:12:01.139553
,, 69,2019-04-27 06:20:01.210053
,, 60,2019-04-23 22:20:01.803513
,, 69,2019-05-05 00:12:00.865161
,, 61,2019-05-03 17:12:01.090238
,, 61,2019-05-01 07:12:01.807537
,, 63,2019-05-08 18:12:01.740965
,, 61,2019-04-30 15:12:01.548847
,, 60,2019-05-04 04:12:01.218957
,, 63,2019-05-10 14:12:01.452748
,, 63,2019-05-10 11:12:01.772799
,, 61,2019-04-27 18:20:01.931488
,, 61,2019-04-25 17:20:00.918355
,, 61,2019-04-28 03:20:01.662744
,, 61,2019-05-01 12:12:02.495711
,, 61,2019-04-27 08:20:00.957689
,, 69,2019-04-27 19:20:00.957330
,, 68,2019-04-18 16:58:01.224516
,, 61,2019-04-29 04:20:01.578287
,, 63,2019-05-09 15:12:01.492671
,, 61,2019-04-30 04:13:02.026065
,, 60,2019-04-23 05:20:01.916416
,, 61,2019-04-24 10:20:01.375410
,, 69,2019-05-04 01:12:00.850985
,, 69,2019-05-02 03:12:00.914424
,, 63,2019-05-06 10:12:01.644940
,, 60,2019-04-18 18:05:01.092438
,, 61,2019-05-04 00:12:01.545606
,, 60,2019-04-23 08:20:01.367730
,, 60,2019-04-22 03:20:01.655112
,, 69,2019-05-04 08:12:01.571783
,,0,2019-05-09 21:12:01.655437
,, 69,2019-04-26 10:20:01.736780
,, 61,2019-04-29 18:20:01.403132
,, 69,2019-04-23 08:41:51.637176
,, 61,2019-04-24 05:20:01.103860
,, 69,2019-05-03 23:12:01.415741
,, 69,2019-04-22 15:20:01.246998
,, 72,2019-05-06 13:12:01.703033
,, 69,2019-04-24 21:20:01.459851
,, 69,2019-05-03 14:12:01.052213
,, 61,2019-04-27 15:20:01.850964
,, 68,2019-04-19 11:05:01.481239
,, 69,2019-05-01 19:12:01.437703
,, 60,2019-04-22 16:20:01.938059
,, 69,2019-05-01 20:51:00.807048
,, 61,2019-05-02 16:12:01.114919
,,0,2019-05-10 15:12:01.170968
,, 63,2019-05-09 22:12:01.012791
,, 69,2019-04-24 23:20:01.534585
,, 63,2019-05-10 00:12:01.195419
,, 69,2019-04-26 12:20:00.897780
,, 61,2019-04-25 18:20:01.242178
,, 63,2019-05-08 12:12:00.930913
,, 61,2019-04-29 14:20:01.110751
,, 63,2019-05-08 10:12:01.267045
,, 69,2019-04-29 20:20:01.174972
,, 63,2019-05-07 00:12:00.925293
,, 63,2019-05-07 21:12:01.495668
,, 60,2019-04-21 14:20:01.096184
,, 61,2019-04-29 22:20:01.284254
,, 71,2019-05-12 00:12:01.369125
,, 61,2019-04-26 02:20:01.844079
,, 72,2019-05-06 01:12:01.504609
,, 61,2019-04-26 19:20:01.864633
,, 61,2019-04-25 05:20:01.631448
,, 61,2019-04-27 11:20:01.161449
,, 63,2019-05-06 21:12:01.174258
,, 61,2019-04-30 08:13:01.628170
,, 69,2019-04-30 10:29:31.329423
,, 63,2019-05-06 00:12:01.139716
,, 69,2019-05-02 20:12:00.984919
,, 69,2019-04-28 13:20:01.556824
,, 61,2019-05-03 05:12:01.385503
,, 61,2019-05-01 16:12:01.628192
,, 63,2019-05-11 08:12:01.589971
,, 69,2019-04-22 19:20:01.707218
,, 60,2019-04-21 05:20:01.137868
,, 68,2019-04-21 03:20:01.276184
,, 69,2019-04-28 06:20:01.021848
,, 61,2019-04-28 02:20:01.105462
,, 72,2019-05-10 08:12:01.239009
,, 69,2019-04-24 07:20:01.611708
,, 69,2019-04-30 18:12:01.831220
,, 71,2019-05-12 03:12:01.728286
,, 63,2019-05-09 14:12:01.596835
,, 61,2019-04-29 17:20:01.384266
,,0,2019-05-10 18:12:01.738322
,, 61,2019-04-24 20:20:01.481606
,, 60,2019-04-22 12:20:01.043983
,, 63,2019-05-06 18:12:01.457570
,, 68,2019-04-21 21:20:01.722401
,, 63,2019-05-11 23:12:00.964198
,, 72,2019-05-06 09:12:01.013789
,, 61,2019-04-27 09:20:01.533638
,, 69,2019-05-01 23:12:01.298011
,, 61,2019-04-30 13:12:01.418253
,, 72,2019-05-09 05:12:01.396467
,, 68,2019-04-18 15:33:01.528537
,Expedia.ch, 68,
,, 69,2019-04-27 23:20:00.997533
,, 72,2019-05-10 04:12:01.090207
,, 63,2019-05-08 22:12:00.823013
,, 61,2019-05-02 10:12:01.517189
,, 69,2019-05-03 09:12:00.880877
,, 72,2019-05-08 17:12:00.806926
,, 61,2019-04-28 07:20:01.645374
,, 69,2019-04-28 20:20:01.709830
,, 60,2019-04-23 03:20:01.262859
,, 71,2019-05-10 16:12:01.347766
,, 61,2019-04-30 22:12:01.723091
,, 72,2019-05-09 07:12:01.440610
,, 61,2019-05-03 20:12:01.432367
,, 68,2019-04-18 15:58:01.091182
,, 60,2019-04-23 01:20:01.909555
,, 61,2019-05-03 16:12:01.434926
,, 61,2019-04-28 01:20:01.450445
,, 69,2019-04-23 21:20:01.509911
,, 72,2019-05-08 15:12:01.426155
,, 71,2019-05-11 01:12:01.438687
,, 63,2019-05-11 06:12:01.320421
,, 69,2019-04-25 19:20:01.134498
,, 72,2019-05-08 04:12:01.085204
,, 69,2019-04-22 13:20:01.687886
,, 72,2019-05-06 05:12:01.389863
,, 60,2019-05-04 07:12:01.390240
,, 60,2019-04-21 12:20:01.332739
,, 61,2019-05-03 01:12:01.439186
,, 72,2019-05-09 23:12:01.327708
,, 69,2019-04-25 14:20:00.944799
,, 69,2019-04-28 22:20:01.343133
,, 63,2019-05-10 13:12:01.623309
,, 60,2019-05-04 11:12:01.448847
,, 63,2019-05-05 23:12:01.495860
,, 69,2019-04-26 21:20:01.282928
,, 61,2019-05-03 02:12:01.793484
,, 61,2019-04-26 15:20:01.458768
,, 60,2019-04-19 04:05:01.728225
,, 69,2019-04-30 02:20:02.199940
,, 63,2019-05-10 02:12:01.178864
,, 60,2019-04-21 10:20:01.620944
,, 61,2019-04-27 01:20:01.056399
,, 60,2019-04-22 18:20:01.328140
,, 61,2019-05-01 03:12:02.105269
,, 61,2019-05-01 00:12:01.749666
,, 63,2019-05-05 13:12:01.246390
,, 61,2019-05-02 00:12:01.496145
,, 63,2019-05-08 01:12:01.531484
,, 68,2019-04-21 15:20:01.310564
,, 69,2019-04-27 21:20:01.375966
,, 63,2019-05-09 06:12:01.114945
,, 69,2019-04-30 09:13:01.335603
,, 61,2019-04-25 00:20:01.052768
,, 60,2019-04-23 04:20:01.505176
,, 61,2019-05-01 01:12:02.262238
,, 63,2019-05-08 13:12:01.129097
,, 63,2019-05-08 05:12:01.387069
,, 68,2019-04-22 01:20:01.080754
,, 68,2019-04-20 09:01:11.090483
,, 61,2019-04-25 02:20:01.204718
,, 63,2019-05-11 12:12:01.383843
,, 63,2019-05-08 14:12:01.497288
,, 72,2019-05-06 03:12:00.801441
,, 61,2019-05-02 21:12:01.221838
,, 61,2019-04-26 05:20:02.209651
,, 61,2019-04-24 14:20:01.380288
,, 61,2019-04-29 11:20:01.563242
,, 69,2019-04-30 14:12:01.327882
,, 69,2019-05-04 13:12:01.268437
,, 69,2019-05-04 15:12:01.126891
,, 63,2019-05-09 01:12:01.512658
,, 69,2019-04-25 12:20:01.115012
,, 68,2019-04-18 17:05:01.561716
,, 61,2019-05-02 15:12:01.073395
,, 61,2019-04-27 07:20:01.135700
,, 69,2019-04-26 06:20:01.518534
,, 61,2019-04-30 20:12:02.100210
,,0,2019-05-10 09:12:01.217972
,, 72,2019-05-06 11:12:01.471467
,, 68,2019-04-19 19:21:28.203032
,, 71,2019-05-10 19:12:01.436157
,, 63,2019-05-08 02:12:01.333073
,, 61,2019-04-26 07:20:01.183267
,, 60,2019-04-22 20:20:01.234198
,, 68,2019-04-21 11:20:01.134850
,, 63,2019-05-11 16:12:00.858083
,, 61,2019-05-02 23:12:01.774577
,, 61,2019-05-02 01:12:01.234901
,, 63,2019-05-09 04:12:01.695993
,, 63,2019-05-11 00:12:01.318991
,, 68,2019-04-18 21:05:01.279710
,, 72,2019-05-07 22:12:01.181289
,, 61,2019-04-26 08:20:01.367688
,, 60,2019-04-21 01:20:01.182171
,, 60,2019-05-04 06:12:00.830918
,, 60,2019-04-21 06:20:01.360175
,, 60,2019-04-22 22:20:01.468697
,, 60,2019-04-21 07:20:01.570009
,, 60,2019-05-04 09:12:01.740102
,, 61,2019-05-01 18:12:01.084176
,, 61,2019-04-29 13:20:01.376501
,, 61,2019-04-24 12:20:01.755507
,, 63,2019-05-05 20:12:01.657213
,, 60,2019-04-24 00:20:01.252788
,, 63,2019-05-11 21:12:00.906245
,, 61,2019-04-30 00:20:01.248897
,, 61,2019-04-24 17:20:01.342698
,, 69,2019-05-01 17:12:01.691288
,, 61,2019-04-28 11:20:01.460629
,, 68,2019-04-19 03:05:01.188968
,, 61,2019-04-28 16:20:01.426183
,, 69,2019-04-24 11:20:01.307269
,, 60,2019-04-19 10:05:01.568445
,, 63,2019-05-11 14:12:01.165476
,, 60,2019-04-22 14:20:01.236673
,, 60,2019-04-19 02:05:01.170153
,, 69,2019-04-25 01:20:01.023549
,, 63,2019-05-05 22:12:01.761775
,, 68,2019-04-19 13:05:00.946344
,, 60,2019-05-12 02:12:01.114376
,, 69,2019-05-02 09:12:01.877606
,, 68,2019-04-20 22:20:01.625039
,, 72,2019-05-06 16:12:01.359695
,, 61,2019-04-29 09:20:01.685304
,, 69,2019-04-23 16:20:01.708054
,, 61,2019-05-01 06:12:01.326482
,, 71,2019-05-11 09:12:01.285744
,, 63,2019-05-09 08:12:01.493515
,, 60,2019-05-05 06:12:00.773040
,, 68,2019-04-20 08:49:24.413005
,, 60,2019-05-04 05:12:01.118013
,, 61,2019-04-25 22:20:01.052968
,, 63,2019-05-05 09:12:01.010130
,, 69,2019-05-03 21:12:01.129597
,, 60,2019-05-04 18:12:01.412269
,, 63,2019-05-09 17:12:01.439825
,, 61,2019-04-28 05:20:01.340562
,, 60,2019-04-20 16:20:01.305181
,, 61,2019-05-01 10:12:01.734373
,, 61,2019-05-02 04:12:00.854604
,, 60,2019-05-04 23:12:00.789555
,, 61,2019-04-29 12:20:01.604081
,, 60,2019-04-23 13:20:01.414413
,, 63,2019-05-07 09:12:01.177314
,, 61,2019-05-03 03:12:01.374041
,, 61,2019-04-25 03:20:01.752967
,, 61,2019-04-29 19:20:01.891808
,, 61,2019-05-03 22:12:02.104360
,, 72,2019-05-09 03:12:01.057050
,, 60,2019-04-21 08:20:01.868094
,, 61,2019-04-30 02:36:01.525220
,, 60,2019-04-20 19:20:01.795642
,, 61,2019-04-30 19:12:01.640563
,, 69,2019-04-30 12:10:01.656551
,, 69,2019-04-22 17:20:01.222580
,, 61,2019-04-29 15:20:01.736783
,, 60,2019-05-04 21:12:01.057885
,, 60,2019-04-23 09:20:01.810668
,, 71,2019-05-12 05:12:01.615995
,, 63,2019-05-07 17:12:01.596634
,, 60,2019-04-23 18:20:01.953732
,, 63,2019-05-11 02:12:01.651692
,, 63,2019-05-09 11:12:01.129033
,, 68,2019-04-19 01:05:01.415603
,, 72,2019-05-08 09:12:00.883706
,, 69,2019-04-29 10:20:01.295926
,, 69,2019-05-02 06:12:01.268267
,, 71,2019-05-12 08:12:01.462917
,, 69,2019-04-29 07:20:01.529328
,, 60,2019-05-04 02:12:01.531178
,, 61,2019-04-28 17:20:01.867255
,, 60,2019-04-22 10:20:01.932672
,, 61,2019-04-24 16:20:00.985369
,, 61,2019-05-02 18:12:01.264042
,, 61,2019-05-03 06:12:01.627326
,, 60,2019-04-23 06:20:01.839022
,, 69,2019-04-24 04:20:01.158755
,, 61,2019-04-28 12:20:01.870456
,, 63,2019-05-06 23:12:01.056466
,, 61,2019-05-02 07:12:02.125230
,, 63,2019-05-07 03:12:01.652740
,, 60,2019-04-21 19:20:01.614233
,, 61,2019-04-24 18:20:01.159501
,, 63,2019-05-07 16:12:01.029657
,, 68,2019-04-20 09:13:42.001841
,, 61,2019-05-03 10:12:00.805120
,, 60,2019-04-21 04:20:01.815168
,, 63,2019-05-07 11:12:01.754798
,, 71,2019-05-10 21:12:00.911634
,, 72,2019-05-09 16:12:01.145138
,, 60,2019-04-21 20:20:01.508109
,, 69,2019-04-24 09:20:01.377174
,, 60,2019-05-04 14:12:01.319405
,, 69,2019-04-26 23:20:01.638229
,, 60,2019-04-21 23:20:01.544457
,, 61,2019-04-24 08:20:01.625275
,, 63,2019-05-10 01:12:01.622230
,, 72,2019-05-08 06:12:00.874333
,, 72,2019-05-05 17:12:01.316333
,, 61,2019-04-25 10:20:01.292891
,, 61,2019-04-27 03:20:01.831319
,, 61,2019-05-01 08:12:01.549478
,, 60,2019-05-04 16:12:01.518697
,, 60,2019-04-21 00:20:01.853318
,, 61,2019-05-03 18:12:00.837442
,, 69,2019-05-04 17:12:01.273290
,, 61,2019-04-28 19:20:01.183952
,, 63,2019-05-10 22:12:01.011487
,, 69,2019-04-25 21:20:01.529956
,, 63,2019-05-10 05:12:01.594751
,, 61,2019-04-27 05:20:01.496720
,, 60,2019-05-05 08:12:01.723761
,, 69,2019-05-05 03:12:01.469749
,, 63,2019-05-07 05:12:01.711749
,, 61,2019-05-01 04:12:02.204006
,, 72,2019-05-07 23:12:01.137954
,, 69,2019-04-26 03:20:01.445948
,, 69,2019-04-30 02:49:01.925095
,, 61,2019-04-28 10:20:01.349805
,, 60,2019-04-22 02:20:01.383748
,, 69,2019-04-27 04:20:01.699942
,, 61,2019-04-24 22:20:01.044692
,, 61,2019-04-28 08:20:01.649875
,, 61,2019-05-01 14:12:01.714429
,, 72,2019-05-06 22:12:01.357908
,, 72,2019-05-07 12:12:01.284370
,, 68,2019-04-21 09:20:01.954046
,, 63,2019-05-08 03:12:01.164356
,, 63,2019-05-11 15:12:01.238834
,, 71,2019-05-11 03:12:01.678617
,, 63,2019-05-12 07:12:01.712172
,, 68,2019-04-18 23:05:01.474323
,, 69,2019-04-24 01:20:01.367246
,, 61,2019-05-01 11:12:02.002268
,, 60,2019-04-21 16:20:01.930093
,, 60,2019-04-18 22:05:01.409088
,, 63,2019-05-06 04:12:00.797900
,, 61,2019-04-25 15:20:01.937857
,, 61,2019-05-02 22:12:01.570787
,, 69,2019-04-29 05:20:01.091044
,, 61,2019-04-27 02:20:01.152441
,, 71,2019-05-11 17:12:01.160051
,, 60,2019-04-19 14:05:01.973930
,, 72,2019-05-07 06:12:01.535264
,, 69,2019-04-23 19:20:01.538007
,, 72,2019-05-05 19:12:01.002008
,, 61,2019-04-30 03:13:01.262034
,, 63,2019-05-06 08:12:01.388235
,, 63,2019-05-09 10:12:01.699956
,, 61,2019-04-29 02:20:01.394532
,, 60,2019-04-19 08:05:01.380301
,, 63,2019-05-08 21:12:01.731862
,, 61,2019-04-28 15:20:01.847079
,, 69,2019-05-05 07:12:01.211421
,, 63,2019-05-08 20:12:01.652283
,, 72,2019-05-06 07:12:01.632616
,, 68,2019-04-20 17:20:01.645385
,, 60,2019-04-18 15:28:01.150810
,, 61,2019-04-27 17:20:01.144382
,, 60,2019-04-22 06:20:01.457211
,, 61,2019-05-01 05:12:02.191837
,, 68,2019-04-20 16:02:01.455611
,, 69,2019-05-01 13:12:01.360743
,, 63,2019-05-08 16:12:01.173012
,, 69,2019-04-30 21:12:02.151046
,, 69,2019-04-28 18:20:01.138099
,, 61,2019-05-02 02:12:01.268281
,, 60,2019-04-20 18:20:01.090347
,, 63,2019-05-06 06:12:01.677381
,, 69,2019-05-05 05:12:01.482098
,, 63,2019-05-11 05:12:01.513439
,, 63,2019-05-07 14:12:01.649660
,, 60,2019-04-18 20:05:01.352380
,, 69,2019-04-30 05:13:01.040866
,, 60,2019-04-20 23:20:01.461182
,, 72,2019-05-08 23:12:01.372134
,, 61,2019-04-26 13:20:01.260553
,, 60,2019-05-05 02:12:01.392462
,, 61,2019-05-03 13:12:00.898888
,, 69,2019-04-25 16:20:01.692097
,, 69,2019-04-29 16:20:01.396391
,, 69,2019-04-27 12:20:01.013385
,, 68,2019-04-18 19:05:00.967654
,, 61,2019-04-25 23:20:02.125770
,, 60,2019-05-12 04:12:01.114669
,, 60,2019-05-05 01:12:01.119187
,, 68,2019-04-19 15:05:01.355940
,, 69,2019-05-02 13:12:01.255925
,, 61,2019-04-27 13:20:01.799206
,, 61,2019-05-03 08:12:01.172939
,, 61,2019-04-26 20:20:01.447673
,, 69,2019-04-23 10:20:02.060000
,, 60,2019-04-19 19:05:13.182575
,, 61,2019-04-24 13:20:01.414491
,, 69,2019-04-30 23:12:02.081076
,, 63,2019-05-09 18:12:01.706635
,, 63,2019-05-05 11:12:01.010453
,, 69,2019-04-30 03:07:01.919333
,, 68,2019-04-19 07:05:01.371088
,, 68,2019-04-18 15:29:01.481920
,, 68,2019-04-21 13:20:01.688769
,, 63,2019-05-10 07:12:01.549990
,, 60,2019-04-23 15:20:01.342575
,, 61,2019-04-29 03:20:01.027815
,, 60,2019-04-19 12:05:01.478238
,, 60,2019-05-04 20:12:01.706911
,, 60,2019-04-23 11:20:01.147511
,, 63,2019-05-10 20:12:01.703941
,, 68,2019-04-21 17:20:01.145878
,, 61,2019-04-28 00:20:01.268472
